Student_ID,Age,Gender,Study_Hours_Per_Day,Sleep_Hours_Per_Night,Screen_Time_Hours,Social_Media_Hours,Attendance_Percentage,Assignments_Completed,Class_Participation_Score,Physical_Activity_Hours_Per_Week,Stress_Level,Motivation_Level,Internet_Quality,Part_Time_Job,Extracurricular_Involvement,AI_Tool_Usage_Hours_Per_Week,Previous_Semester_GPA,Productivity_Score,Performance_Category
4979,16.0,Female,6.3,7.8,9.3,1.6,100.0,49.1,7.2,1.8,6.4,7.4,Average,No,4.6,4.3,6.91,63.52,High
4980,16.0,Female,0.9,7.1,4.5,4.6,77.9,64.0,8.6,3.0,3.0,5.4,Average,No,3.3,6.5,6.16,57.86,Medium
4981,25.0,Male,2.8,5.6,1.0,3.6,68.6,82.0,9.4,7.2,6.8,5.0,Average,No,3.6,9.7,8.98,61.56,Medium
4982,,Male,2.8,7.4,5.2,4.2,87.3,87.6,9.6,2.2,1.4,3.4,Poor,No,5.2,7.7,5.28,71.6,High
4983,21.0,Other,0.0,5.1,8.0,3.9,76.0,60.5,3.9,0.8,6.6,5.8,Average,No,1.4,0.5,6.55,24.42,Low
4984,23.0,Male,5.3,5.6,10.1,7.3,85.8,84.0,7.7,1.9,8.5,4.8,Average,Yes,4.7,7.1,6.78,35.3,Low
4985,20.0,Female,3.7,6.1,5.4,3.9,81.2,63.9,3.0,4.0,5.4,5.7,Good,No,6.4,3.3,8.25,46.08,Low
4986,17.0,Male,4.0,7.7,4.7,0.7,62.1,59.2,5.0,,7.3,6.6,Poor,No,0.0,4.0,10.0,56.37,Medium
4987,22.0,Female,6.9,8.8,6.0,4.9,79.1,100.0,3.4,2.1,6.2,4.8,Average,No,3.0,5.4,5.24,39.93,Low
4988,21.0,Female,4.4,6.2,7.0,2.2,86.5,67.5,,5.5,3.8,8.1,Good,No,5.0,1.7,6.1,55.69,Medium
4989,22.0,Female,3.3,8.7,3.2,5.4,81.5,48.5,6.5,2.3,4.3,5.6,Poor,Yes,4.3,9.5,5.31,57.56,Medium
4990,22.0,Female,5.3,7.1,5.4,5.8,96.3,67.1,4.5,1.2,4.8,5.0,Average,No,2.5,,7.34,68.58,High
4991,25.0,Female,6.3,7.3,5.9,4.1,84.1,70.2,6.6,0.9,5.0,7.6,Poor,No,3.6,11.2,5.67,58.98,Medium
4992,21.0,Female,4.8,6.9,6.1,0.7,76.9,91.4,3.3,2.8,8.1,6.2,Average,No,4.9,4.2,3.9,55.84,Medium
4993,19.0,Male,5.6,6.7,5.6,2.2,82.7,68.5,7.1,3.9,8.8,3.6,Average,No,2.9,7.7,7.1,44.71,Low
4994,21.0,Male,3.9,7.6,3.7,5.4,73.6,81.8,5.1,5.2,7.4,2.7,Average,No,6.1,3.0,4.07,55.39,Medium
4995,16.0,Female,4.0,8.0,6.8,6.6,84.7,94.1,5.4,3.5,8.8,5.1,Poor,No,5.3,3.0,6.13,51.1,Medium
4996,24.0,Female,4.4,5.9,5.9,3.1,84.7,64.5,3.1,2.5,6.1,9.5,Average,No,7.6,7.1,6.4,55.09,Medium
4997,17.0,Male,2.7,6.8,5.9,2.5,63.9,80.2,8.2,1.4,1.0,7.1,Average,No,3.5,5.3,7.17,68.12,High
4998,19.0,Male,3.1,9.2,3.3,0.9,90.0,73.9,6.3,1.2,5.5,7.3,Poor,No,4.5,9.2,6.1,65.16,High
4999,23.0,Female,7.0,7.2,7.6,0.9,100.0,79.1,7.2,1.2,3.8,5.6,Average,No,6.2,3.1,7.38,76.82,High
5000,21.0,Male,8.2,7.4,3.6,3.4,87.1,76.8,3.2,6.4,7.0,6.8,Poor,No,4.1,3.9,6.06,54.04,Medium
5001,19.0,Female,7.4,8.5,10.0,4.3,53.6,77.6,7.5,4.7,5.2,7.8,Good,No,3.6,2.0,3.22,51.02,Medium
5002,20.0,Female,1.6,6.3,3.1,0.3,74.5,69.9,6.1,1.1,6.2,5.6,Average,No,5.9,4.9,8.22,59.54,Medium
5003,23.0,Female,1.4,7.0,7.9,4.5,63.4,75.5,4.9,2.2,5.6,2.9,Average,No,8.5,12.4,8.28,49.28,Medium
5004,19.0,Male,1.8,8.1,1.2,5.5,76.2,70.1,9.0,4.1,4.3,4.2,Good,No,7.0,7.1,6.53,65.52,High
5005,23.0,Male,4.5,,1.0,4.1,88.9,100.0,6.9,3.1,3.7,4.2,Good,No,8.4,3.2,5.8,77.83,High
5006,17.0,Male,0.0,3.9,4.6,6.0,70.7,85.9,7.0,1.5,4.4,10.0,Poor,Yes,5.7,7.6,1.42,24.61,Low
5007,22.0,Male,3.0,6.0,1.0,3.6,100.0,75.0,1.7,1.3,6.5,6.7,Poor,Yes,4.1,,7.76,53.92,Medium
5008,23.0,Female,7.0,5.7,7.8,3.7,42.6,68.9,8.4,10.2,8.5,5.5,Good,Yes,3.1,4.2,4.48,39.95,Low
5009,18.0,Female,6.2,6.8,5.9,3.6,76.8,92.6,7.0,1.6,6.5,3.0,Poor,No,8.1,2.2,4.42,45.85,Low
5010,20.0,Male,3.2,5.8,9.5,5.4,84.9,60.3,8.7,1.7,10.0,7.8,Average,Yes,5.8,2.1,6.86,44.51,Low
5011,18.0,Male,3.3,7.9,5.6,4.0,64.1,51.9,4.7,2.4,6.9,7.0,Poor,Yes,1.2,3.0,6.67,43.19,Low
5012,22.0,Male,5.3,7.2,6.6,2.0,65.9,,4.4,5.1,6.0,6.3,Average,Yes,5.2,5.5,8.36,49.13,Medium
5013,20.0,Other,6.1,8.2,5.3,3.8,89.8,98.4,9.6,3.4,8.0,7.0,Average,No,1.1,6.9,7.24,71.64,High
5014,21.0,Male,3.1,8.2,3.8,3.8,100.0,97.4,8.1,0.7,2.4,3.5,Average,Yes,0.0,9.3,5.71,61.3,Medium
5015,18.0,Female,3.7,7.9,5.0,2.6,100.0,77.9,2.9,1.0,4.1,6.0,Poor,No,7.0,7.1,4.97,64.08,High
5016,18.0,Female,3.1,6.6,3.0,4.8,75.5,64.9,6.0,15.0,6.9,6.2,Good,No,7.1,2.3,7.92,54.79,Medium
5017,16.0,Female,1.5,7.1,7.0,3.2,97.6,65.1,8.2,1.7,3.9,7.7,Average,No,5.9,7.8,5.07,57.12,Medium
5018,19.0,Female,3.8,6.4,5.2,4.3,79.1,100.0,6.4,3.7,8.7,8.2,Average,No,7.7,1.2,9.5,63.29,High
5019,20.0,Male,3.6,5.2,5.7,3.9,91.9,73.4,4.8,0.8,4.4,1.0,Average,No,0.3,8.1,8.54,48.79,Medium
5020,23.0,Female,1.7,8.2,13.1,1.7,77.3,81.2,4.5,3.3,7.3,5.5,Good,No,2.4,3.3,6.96,40.25,Low
5021,21.0,Male,5.5,6.9,5.0,1.2,65.2,67.1,6.1,3.0,5.7,8.0,Poor,Yes,2.8,6.9,6.74,50.75,Medium
5022,20.0,Female,5.2,5.0,6.8,1.7,100.0,76.6,8.2,0.9,9.8,9.7,Good,Yes,1.3,2.8,6.26,52.11,Medium
5023,25.0,Male,5.6,7.7,5.9,2.9,100.0,81.8,3.8,3.8,7.1,3.7,Average,Yes,7.5,6.0,8.64,67.79,High
5024,22.0,Female,2.7,6.7,8.9,5.9,74.5,100.0,1.3,3.3,6.8,5.9,Good,Yes,1.0,2.6,5.87,47.92,Medium
5025,24.0,Male,0.2,4.3,6.6,2.9,92.2,73.4,5.1,4.3,4.7,7.5,Good,Yes,2.1,1.6,8.11,35.51,Low
5026,20.0,Female,5.1,5.2,5.3,3.7,78.1,84.3,7.0,4.4,4.2,7.3,Average,,2.8,1.6,8.25,56.82,Medium
5027,18.0,Male,2.9,6.1,11.7,4.6,100.0,68.6,7.5,4.8,5.7,3.3,Average,No,3.7,4.6,4.89,45.46,Low
5028,16.0,Female,2.4,7.3,3.9,2.4,60.6,78.4,3.8,3.6,6.7,3.6,Average,Yes,5.7,2.1,7.72,47.43,Medium
5029,22.0,Female,,8.0,5.5,2.3,77.7,81.2,6.6,5.3,6.2,1.3,Good,No,7.5,0.4,8.61,52.74,Medium
5030,17.0,Male,3.6,8.0,8.3,4.9,61.2,71.3,4.6,0.4,2.3,5.0,Average,No,,13.9,7.97,40.0,Low
5031,19.0,Female,7.4,7.8,4.0,4.0,59.4,79.3,7.6,4.9,4.8,4.2,Good,No,7.4,2.9,7.62,64.01,High
5032,,Other,3.2,7.0,7.9,2.0,78.5,,5.7,4.5,6.2,1.3,Average,Yes,7.5,3.4,5.07,45.92,Low
5033,21.0,Male,2.0,9.2,4.8,2.3,74.1,84.0,7.8,,3.4,7.0,Poor,,4.0,0.7,6.75,59.52,Medium
5034,21.0,Female,5.5,7.9,8.5,3.2,66.9,76.0,6.1,4.5,6.4,5.4,Good,Yes,0.7,10.8,8.17,55.98,Medium
5035,18.0,Female,4.5,7.3,8.4,3.6,90.9,65.1,7.1,0.7,4.5,7.3,Poor,No,3.3,5.9,7.59,65.47,High
5036,19.0,Female,0.0,7.7,5.8,5.2,96.9,72.9,5.0,0.4,6.8,6.8,Good,Yes,7.2,5.9,4.75,57.8,Medium
5037,21.0,Male,5.5,6.5,3.5,4.0,86.7,98.5,4.4,0.8,5.0,7.8,Good,No,5.4,3.4,6.48,67.32,High
5038,25.0,Male,8.5,6.9,5.0,1.2,55.6,73.1,5.4,1.1,5.6,5.3,Average,No,3.7,6.6,3.89,40.95,Low
5039,22.0,Female,0.0,4.3,6.0,1.6,84.4,82.7,7.4,7.7,5.9,6.0,Average,Yes,2.7,6.7,5.23,38.46,Low
5040,24.0,Male,1.7,6.5,8.2,3.6,84.3,,10.0,1.3,6.7,5.6,Average,No,3.6,2.0,7.89,55.59,Medium
5041,22.0,Female,0.0,9.3,,3.3,69.1,85.4,8.8,0.7,7.4,8.1,Average,No,6.2,8.4,7.61,50.6,Medium
5042,21.0,Male,4.0,7.2,7.3,1.5,84.5,55.1,9.3,0.5,2.9,7.6,Average,No,4.2,4.3,7.07,68.39,High
5043,18.0,Male,6.2,7.1,6.9,4.9,73.4,56.4,5.8,,5.5,7.1,Poor,No,1.7,3.3,5.52,43.29,Low
5044,21.0,Female,4.4,8.3,8.1,0.0,69.3,61.5,4.8,5.3,5.8,3.0,Average,No,,8.8,5.21,49.1,Medium
5045,21.0,Female,7.0,7.5,5.5,3.6,64.6,85.9,1.2,2.1,10.0,10.0,Average,No,3.6,7.9,9.89,72.1,High
5046,21.0,Female,5.9,6.0,6.4,0.2,90.8,79.7,4.7,5.0,7.5,5.0,Average,No,0.8,9.0,7.51,55.79,Medium
5047,20.0,Male,7.6,7.0,6.1,4.6,96.8,78.8,3.0,4.9,5.8,5.3,Good,Yes,0.0,,5.73,56.16,Medium
5048,,Male,6.5,5.5,4.9,2.5,78.2,72.8,7.7,8.2,2.8,9.7,Good,Yes,0.0,7.7,7.95,70.72,High
5049,19.0,Male,3.4,7.2,8.5,4.3,92.8,51.2,5.6,3.1,5.1,6.2,Average,No,4.0,7.8,4.7,48.4,Medium
5050,20.0,Female,4.3,5.9,8.5,2.3,99.8,64.2,3.1,4.5,10.0,5.2,Average,No,5.6,4.7,5.63,42.95,Low
5051,18.0,Female,2.5,8.2,9.0,5.4,81.7,78.8,7.2,5.4,2.2,7.6,Poor,Yes,6.3,9.0,3.44,52.43,Medium
5052,23.0,Female,3.7,6.3,4.1,0.0,79.0,71.9,6.7,1.1,5.0,3.8,Average,No,5.1,5.8,9.84,62.94,Medium
5053,18.0,Male,4.3,5.9,6.9,4.6,86.1,78.2,3.5,1.1,8.4,2.3,Good,Yes,5.4,3.8,5.58,37.21,Low
5054,17.0,Female,4.0,6.9,8.7,1.9,69.1,47.0,9.3,1.7,10.0,4.4,Good,No,6.3,9.3,4.61,42.08,Low
5055,20.0,Male,6.9,7.5,9.8,3.7,87.1,74.8,4.3,0.8,5.1,9.9,Average,Yes,3.8,1.5,6.76,51.04,Medium
5056,21.0,Female,3.5,5.4,2.2,3.8,82.0,37.4,7.3,,6.9,4.1,Average,No,4.6,7.9,7.19,46.04,Low
5057,20.0,Male,2.3,6.3,6.0,0.5,63.0,51.5,5.7,0.6,7.7,5.2,Good,No,3.2,2.8,8.1,43.29,Low
5058,18.0,Female,2.5,7.1,5.5,4.8,63.2,57.5,9.6,3.3,7.0,6.4,Average,No,5.7,9.4,6.92,61.89,Medium
5059,20.0,Male,5.5,8.7,10.0,3.7,67.2,41.8,8.0,2.4,6.2,7.3,Good,Yes,0.9,10.1,6.58,50.07,Medium
5060,19.0,Male,1.4,3.7,1.0,3.2,86.7,60.6,3.6,7.7,8.6,6.8,Average,Yes,4.5,2.8,5.59,29.81,Low
5061,24.0,Male,3.8,7.8,3.4,3.7,75.6,80.0,10.0,,8.2,4.0,Average,No,5.8,2.3,,75.6,High
5062,,Male,6.9,6.5,9.6,3.2,79.7,96.0,3.2,2.3,6.6,9.4,Good,No,7.4,3.5,8.56,57.0,Medium
5063,20.0,Male,4.8,6.4,4.8,4.5,97.8,65.4,3.7,5.9,9.3,5.8,Average,No,3.7,6.0,5.68,53.09,Medium
5064,19.0,Male,4.1,6.1,2.7,2.2,85.8,63.2,9.6,2.1,5.9,8.6,Good,No,5.8,13.5,5.53,62.56,Medium
5065,22.0,Male,4.1,6.5,9.8,4.5,71.6,72.8,5.9,0.3,6.0,3.5,Poor,No,2.0,1.6,6.15,34.24,Low
5066,16.0,Female,2.1,7.8,2.4,4.0,67.2,70.2,6.7,1.8,5.1,7.0,Poor,No,3.9,2.8,6.42,59.76,Medium
5067,20.0,Male,2.5,6.3,8.6,2.7,84.0,56.8,6.9,5.9,1.0,7.3,Average,No,5.2,4.6,5.06,51.08,Medium
5068,19.0,Female,3.8,9.2,2.1,6.3,67.4,84.7,3.6,3.1,6.1,4.3,Average,No,6.1,6.0,6.38,45.72,Low
5069,24.0,Male,4.7,7.8,2.4,3.8,96.3,69.7,10.0,3.9,5.9,7.6,Average,No,3.0,3.4,5.16,74.1,High
5070,16.0,Other,6.1,7.3,6.5,3.4,83.2,63.1,10.0,2.4,2.9,2.9,Average,Yes,6.2,5.5,5.77,65.7,High
5071,20.0,Female,4.4,6.8,3.9,4.0,81.7,64.8,,3.5,4.0,3.7,Good,No,1.5,2.4,6.68,61.35,Medium
5072,22.0,Male,6.9,8.5,6.7,2.8,67.6,100.0,5.0,1.7,7.8,7.5,Good,Yes,4.3,5.0,5.1,57.02,Medium
5073,20.0,Female,7.4,8.7,10.5,5.2,88.1,88.9,7.5,1.7,2.6,2.8,Average,No,0.6,6.4,5.84,50.37,Medium
5074,17.0,Male,5.8,5.5,5.6,3.0,94.7,68.9,5.8,1.3,5.5,,Poor,Yes,2.4,5.0,5.32,49.25,Medium
5075,25.0,Female,6.6,6.1,10.1,4.5,78.2,31.1,4.8,3.9,7.4,3.6,Average,No,3.2,2.2,5.12,21.52,Low
5076,20.0,Female,2.2,7.8,6.8,1.1,92.1,44.3,7.2,2.8,3.1,7.7,Good,Yes,8.4,5.2,6.44,66.31,High
5077,21.0,Male,1.9,8.2,8.4,0.0,74.7,76.6,7.5,3.9,5.7,2.1,Average,No,8.1,6.4,8.55,54.58,Medium
5078,18.0,Male,5.2,6.6,1.0,3.7,79.2,69.8,9.7,0.4,6.4,,Poor,No,1.6,6.8,5.08,45.97,Low
5079,20.0,Male,1.5,6.0,7.6,2.3,100.0,54.3,2.2,4.5,7.4,7.2,Average,No,2.0,2.4,5.77,33.08,Low
5080,19.0,Male,3.6,7.1,7.2,2.7,75.2,72.6,3.8,5.0,6.2,10.0,Average,Yes,1.7,7.0,3.32,56.31,Medium
5081,17.0,Female,5.7,8.9,5.1,0.0,87.0,61.6,4.3,8.0,6.5,4.3,Good,No,3.7,4.5,10.0,80.01,High
5082,17.0,Male,7.0,7.1,10.7,6.1,74.9,63.5,10.0,6.2,4.5,2.0,Poor,Yes,2.0,4.8,3.68,42.29,Low
5083,23.0,Male,3.7,5.4,4.8,3.2,83.6,71.9,9.3,1.9,6.4,3.5,Good,No,0.0,5.7,5.45,47.02,Medium
5084,18.0,Male,2.9,7.1,2.0,5.4,89.0,56.7,6.6,5.8,7.3,7.4,Good,No,0.0,14.8,7.43,55.04,Medium
5085,18.0,Male,4.8,8.0,8.0,0.5,68.3,50.1,5.8,0.8,2.5,10.0,Average,No,0.0,5.5,8.63,63.21,High
5086,20.0,Male,2.1,,2.4,3.2,70.8,50.6,7.0,0.8,6.5,4.5,Poor,No,3.0,15.7,6.1,39.39,Low
5087,22.0,Female,3.9,8.6,6.2,3.7,87.4,67.7,8.6,4.1,10.0,8.1,Average,Yes,4.0,3.5,7.48,62.39,Medium
5088,16.0,Male,4.2,8.1,9.3,3.2,82.1,46.5,5.4,3.0,4.3,6.2,Good,No,4.0,4.0,4.78,53.09,Medium
5089,21.0,Female,4.1,6.9,7.2,3.4,95.2,100.0,6.6,4.9,5.9,7.0,Poor,No,1.5,6.2,6.69,66.06,High
5090,17.0,Male,4.4,7.1,5.4,0.5,83.5,91.8,5.3,3.0,3.8,5.5,Average,No,2.3,9.4,6.1,66.12,High
5091,16.0,Male,2.5,4.6,5.1,3.6,100.0,88.0,2.9,2.7,8.2,3.6,Average,No,6.9,7.4,8.51,42.98,Low
5092,,Female,2.7,,9.2,1.5,89.1,59.1,2.1,2.6,6.6,8.8,Average,No,7.4,2.5,6.61,64.41,High
5093,23.0,Male,2.7,6.6,3.0,1.9,100.0,59.7,4.5,1.9,5.3,5.0,Good,Yes,8.2,12.4,6.65,54.05,Medium
5094,17.0,Male,1.0,6.5,7.9,3.0,100.0,49.5,5.2,4.7,7.3,4.3,Average,No,2.8,9.8,6.79,48.54,Medium
5095,,Female,4.9,6.3,11.5,2.4,71.7,100.0,7.0,4.6,7.6,6.4,Good,No,1.6,7.7,7.51,53.5,Medium
5096,20.0,Female,6.0,7.6,7.4,2.5,99.2,99.2,6.6,0.7,2.9,5.7,Good,No,3.0,5.2,5.24,74.24,High
5097,23.0,Male,5.8,5.5,5.4,5.0,92.2,87.1,2.9,2.2,6.5,10.0,Good,No,7.3,7.8,6.92,67.21,High
5098,18.0,Female,3.7,5.7,5.6,2.7,91.3,72.8,6.0,5.0,6.3,6.2,Poor,Yes,4.4,3.6,4.74,48.19,Medium
5099,19.0,Female,2.6,6.9,4.8,2.3,95.4,68.0,4.8,3.4,5.5,6.0,Good,No,0.0,1.2,5.77,58.42,Medium
5100,16.0,Male,5.7,6.2,4.4,2.8,76.0,84.1,5.5,2.9,5.5,8.2,Poor,No,6.7,5.3,4.7,66.04,High
5101,20.0,Male,5.5,7.4,6.3,1.0,84.3,100.0,6.2,1.3,7.3,6.1,Average,Yes,6.8,3.8,2.8,60.35,Medium
5102,21.0,Male,4.6,6.2,7.7,3.3,74.5,86.6,8.8,2.1,2.4,,,No,4.3,1.9,7.68,61.23,Medium
5103,21.0,Male,7.7,9.1,10.0,4.3,100.0,55.0,,4.7,4.4,6.8,Poor,No,5.1,2.0,5.44,57.19,Medium
5104,19.0,Female,4.1,7.9,1.1,3.6,70.2,61.2,9.7,0.5,5.8,8.2,Poor,No,6.7,8.2,2.76,53.67,Medium
5105,19.0,Female,3.7,7.9,1.0,3.1,63.4,83.4,3.1,0.2,4.3,8.3,,No,2.7,0.3,8.78,63.52,High
5106,17.0,Female,3.4,6.2,10.1,4.1,69.4,59.5,4.1,6.9,5.3,4.1,Average,Yes,9.5,2.4,4.66,32.65,Low
5107,19.0,Male,1.1,10.0,6.1,2.0,79.3,66.5,5.8,0.5,4.8,3.6,Average,No,6.3,8.6,3.29,34.43,Low
5108,17.0,Male,5.5,6.4,6.3,3.1,79.2,100.0,3.4,2.8,7.8,3.5,Average,No,4.2,4.5,5.83,53.2,Medium
5109,22.0,Female,4.0,6.1,7.3,5.5,91.6,69.3,3.1,2.2,5.5,6.8,Average,Yes,4.3,2.7,4.4,39.27,Low
5110,25.0,Male,5.2,7.9,5.5,2.5,80.4,,6.2,4.0,9.3,9.2,Good,Yes,2.9,6.9,6.15,63.83,High
5111,25.0,Female,,7.3,,4.1,73.6,100.0,3.1,5.4,5.5,2.1,Average,Yes,4.0,2.5,7.1,39.77,Low
5112,23.0,Female,3.4,5.9,7.2,4.1,86.3,94.6,3.9,0.7,7.9,10.0,Average,No,6.8,2.0,6.23,51.01,Medium
5113,21.0,Female,0.0,9.9,4.9,1.6,95.1,73.9,5.8,1.8,6.7,8.0,Good,No,6.1,10.4,6.76,46.94,Medium
5114,22.0,Male,5.2,8.3,5.1,4.2,82.7,74.9,9.7,2.4,8.7,3.4,Good,No,2.1,2.2,8.92,68.93,High
5115,18.0,Male,4.5,7.0,5.6,1.9,91.3,36.7,5.6,10.0,4.8,5.2,Poor,No,6.3,5.8,6.71,58.64,Medium
5116,21.0,Female,2.7,10.0,4.1,3.8,81.1,67.9,6.3,13.6,6.0,4.0,Poor,Yes,6.1,2.5,6.51,48.23,Medium
5117,20.0,Female,5.0,8.1,10.2,1.9,76.6,61.6,3.5,3.5,2.6,8.7,Good,No,0.3,7.5,4.13,50.51,Medium
5118,20.0,Female,5.8,7.0,6.3,3.5,89.1,76.8,3.7,0.5,2.4,7.6,Poor,No,6.4,2.2,5.3,65.6,High
5119,22.0,Male,2.3,10.0,3.1,3.2,83.0,100.0,,1.3,7.4,5.3,Good,Yes,5.8,10.2,7.39,37.99,Low
5120,18.0,Female,3.6,7.9,7.0,3.2,93.1,82.9,3.8,0.7,3.9,6.0,Average,No,7.6,8.4,7.28,64.71,High
5121,19.0,Female,7.2,7.8,9.6,3.5,100.0,100.0,7.7,5.1,7.7,7.8,Average,No,1.3,0.5,9.9,72.89,High
5122,24.0,Male,2.8,6.5,8.7,2.0,78.5,49.9,4.7,8.2,5.4,5.4,Poor,Yes,2.1,5.6,5.24,42.75,Low
5123,16.0,Female,4.3,7.1,4.1,0.9,88.4,47.2,6.3,0.9,7.5,4.2,Average,No,3.3,2.7,5.45,53.26,Medium
5124,20.0,Female,0.0,6.5,3.2,3.1,93.9,97.4,6.5,1.7,7.3,,Good,No,4.0,6.5,6.49,51.56,Medium
5125,24.0,Male,1.2,8.9,9.6,5.0,85.3,76.9,7.6,1.1,1.0,6.7,Good,No,0.0,3.0,6.74,57.7,Medium
5126,21.0,Male,4.5,4.9,1.9,4.0,86.6,83.4,9.7,2.2,4.9,3.7,Average,No,5.9,5.9,7.66,56.3,Medium
5127,20.0,Female,6.7,8.8,6.9,3.8,81.9,74.5,7.3,3.1,3.2,5.3,Good,Yes,0.9,1.8,8.19,65.99,High
5128,18.0,Male,1.5,5.9,4.6,2.1,83.3,78.5,5.5,0.8,1.0,5.9,Poor,No,2.0,8.9,7.23,43.99,Low
5129,19.0,Female,4.3,6.9,9.3,3.3,86.8,87.4,7.8,3.3,4.0,6.0,Good,No,2.2,0.7,6.58,63.88,High
5130,23.0,Male,3.4,6.6,3.4,1.5,72.1,79.6,6.7,1.4,1.9,8.8,Good,No,1.6,12.7,6.82,58.03,Medium
5131,20.0,Male,6.1,6.3,4.0,2.2,57.9,64.7,1.1,0.5,5.4,7.2,Poor,Yes,5.5,9.4,6.55,54.98,Medium
5132,20.0,Other,1.8,7.9,7.5,3.6,78.9,100.0,3.4,7.6,3.8,7.1,Good,No,0.0,3.5,5.15,51.39,Medium
5133,17.0,Female,5.1,7.0,8.0,0.0,77.8,76.7,5.5,6.8,6.6,3.6,Average,No,3.2,6.2,6.0,42.84,Low
5134,16.0,Male,2.9,6.1,9.4,6.1,100.0,71.4,4.7,0.4,5.7,4.9,Good,No,4.2,9.2,5.59,37.15,Low
5135,25.0,Female,4.6,7.2,7.2,0.6,83.9,68.8,5.7,2.2,7.5,6.6,Average,No,6.3,3.4,4.45,52.39,Medium
5136,19.0,Male,4.3,6.1,6.9,6.4,87.3,81.1,0.7,2.3,7.4,5.8,Average,No,6.5,3.2,5.33,40.48,Low
5137,21.0,Male,3.7,6.3,8.6,1.5,74.6,70.6,7.9,1.3,7.3,7.9,Poor,No,7.0,3.3,7.68,52.14,Medium
5138,17.0,Male,5.2,5.1,2.6,1.5,72.3,38.5,5.9,6.5,6.2,7.4,Good,Yes,3.2,3.6,6.24,42.78,Low
5139,22.0,Male,4.3,6.4,3.8,2.3,69.1,70.4,8.7,2.3,4.7,1.5,Good,Yes,1.4,5.1,7.43,60.56,Medium
5140,24.0,Female,3.9,7.6,2.8,2.2,63.6,55.5,,2.1,4.4,6.5,,Yes,3.3,1.0,5.33,52.54,Medium
5141,21.0,Female,,7.0,1.0,1.9,89.4,79.8,6.4,3.4,4.0,7.1,Good,Yes,2.1,5.9,6.75,78.66,High
5142,17.0,Other,4.4,9.4,8.1,2.3,84.0,74.5,3.7,2.9,5.1,1.5,Good,No,2.1,2.1,8.99,52.09,Medium
5143,21.0,Female,4.6,10.0,9.6,3.2,99.2,63.1,3.3,3.1,7.4,6.8,Poor,No,5.9,3.9,6.82,50.14,Medium
5144,22.0,Male,2.2,6.4,7.4,1.4,87.1,91.9,6.3,2.6,7.6,10.0,Good,Yes,6.0,7.7,8.64,59.28,Medium
5145,19.0,Female,3.5,5.9,7.0,4.5,83.2,73.7,6.0,5.6,2.1,4.9,Good,No,9.8,4.1,8.43,64.98,High
5146,23.0,Other,2.1,8.5,6.2,5.5,54.2,68.2,2.4,1.4,5.9,5.0,Good,No,4.9,5.9,6.02,31.77,Low
5147,21.0,Female,4.1,7.4,6.1,0.0,100.0,68.5,8.1,1.5,5.6,6.5,Poor,No,0.8,2.8,2.48,66.63,High
5148,24.0,Female,3.0,8.5,10.2,6.3,80.5,68.1,6.1,4.3,3.2,8.3,Good,No,3.4,,3.84,59.6,Medium
5149,21.0,Female,5.7,7.5,9.9,4.4,52.9,84.1,4.9,3.1,7.2,8.0,Good,No,0.9,1.5,6.09,53.21,Medium
5150,17.0,Male,5.5,6.7,4.5,3.5,82.9,61.0,4.1,1.0,9.7,4.2,Good,Yes,3.3,6.3,7.48,44.72,Low
5151,19.0,Female,2.4,6.8,8.8,2.0,69.5,,7.7,0.9,4.5,6.7,Good,Yes,5.6,4.0,2.83,46.87,Medium
5152,18.0,Female,4.2,7.6,9.1,3.3,69.0,,4.5,5.7,5.4,5.2,Average,Yes,4.6,5.2,4.35,51.85,Medium
5153,24.0,Other,5.5,6.7,7.6,4.6,83.5,63.4,6.5,2.3,6.7,4.7,Poor,No,2.1,2.7,8.67,57.41,Medium
5154,22.0,Male,3.8,8.6,7.0,7.7,72.4,83.5,5.6,6.0,10.0,7.9,Average,No,0.0,5.1,9.09,59.53,Medium
5155,21.0,Female,2.7,5.3,6.9,6.9,93.3,58.2,4.8,4.3,7.5,10.0,Good,No,1.6,0.8,3.18,50.97,Medium
5156,19.0,Female,2.0,8.6,2.3,0.2,78.5,84.4,3.1,2.2,4.1,5.5,Average,No,2.3,4.2,6.67,62.62,Medium
5157,18.0,Male,5.9,4.6,2.1,2.6,85.2,80.6,8.9,9.2,3.8,,Average,No,5.8,18.2,7.44,60.1,Medium
5158,22.0,Female,6.0,7.2,8.0,3.1,87.4,98.9,3.8,1.2,5.5,3.6,Average,No,2.5,0.7,2.78,48.34,Medium
5159,20.0,Male,3.8,6.6,3.2,5.4,83.3,43.3,4.1,1.2,5.3,8.5,Good,Yes,6.3,2.3,5.18,45.53,Low
5160,18.0,Male,5.7,5.0,2.5,2.8,82.8,93.3,8.9,5.2,7.2,10.0,Average,No,2.1,7.6,7.62,73.35,High
5161,21.0,Male,0.0,4.3,1.0,1.6,81.8,69.6,5.8,2.1,5.5,2.7,Average,No,6.1,6.8,3.77,23.03,Low
5162,16.0,Female,6.9,5.6,4.8,3.1,99.4,42.8,6.7,1.7,6.0,5.3,Average,No,4.6,6.8,7.57,52.48,Medium
5163,19.0,Male,3.9,7.1,6.9,2.3,91.0,63.1,9.3,0.8,3.8,1.2,Average,Yes,4.8,0.5,7.19,52.32,Medium
